Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,13
Singly Linked List,max,FAIL,22,-,FAIL,767
Singly Linked List,min,FAIL,22,-,FAIL,774
Singly Linked List,singleton,FAIL,12,-,FAIL,20
Singly Linked List,append,19,17,0.9,6,185
Singly Linked List,delete,44,16,1.5,13,276
Singly Linked List,deallocate two,25,4,0.4,9,66
Singly Linked List,union,FAIL,14,-,FAIL,877
Singly Linked List,intersection,FAIL,16,-,FAIL,1046
Singly Linked List,difference,FAIL,14,-,FAIL,959
Sorted list,sort,40,9,2.1,12,448
Sorted list,reverse,36,9,1.5,11,320
Sorted list,merge,FAIL,23,-,FAIL,831
Doubly Linked List,singleton,FAIL,13,-,FAIL,20
Doubly Linked List,copy,FAIL,15,-,FAIL,1199
Doubly Linked List,single to double,FAIL,11,-,FAIL,155
List of Lists,flatten,56,12,2.1,18,900
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,FAIL,4,-,FAIL,2011
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,702
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1231
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1059
BST,rotate left,FAIL,74,-,FAIL,673
BST,rotate right,FAIL,74,-,FAIL,685
BST,find max,FAIL,25,-,FAIL,728
BST,delete root,FAIL,41,-,FAIL,692
BST,from list,FAIL,15,-,FAIL,486
BST,to sorted list,FAIL,15,-,FAIL,842
Rose Tree,deallocate,30,2,0.8,11,172
Rose Tree,flatten,FAIL,10,-,FAIL,1008
