Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Singly Linked List,max,FAIL,22,-,FAIL,771
Singly Linked List,min,FAIL,22,-,FAIL,815
Singly Linked List,singleton,FAIL,12,-,FAIL,19
Singly Linked List,append,19,17,0.7,6,131
Singly Linked List,delete,38,16,1.2,11,223
Singly Linked List,deallocate two,25,4,0.4,9,64
Singly Linked List,union,FAIL,14,-,FAIL,962
Singly Linked List,intersection,FAIL,16,-,FAIL,1171
Singly Linked List,difference,FAIL,14,-,FAIL,1092
Sorted list,sort,FAIL,9,-,FAIL,970
Sorted list,reverse,36,9,1.1,11,201
Sorted list,merge,FAIL,23,-,FAIL,943
Doubly Linked List,singleton,FAIL,13,-,FAIL,19
Doubly Linked List,copy,FAIL,15,-,FAIL,1220
Doubly Linked List,single to double,FAIL,11,-,FAIL,152
List of Lists,flatten,53,12,1.2,17,313
Binary Tree,deallocate,16,2,0.3,6,25
Binary Tree,deallocate two,47,4,0.8,16,226
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,702
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,992
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,996
BST,rotate left,FAIL,74,-,FAIL,800
BST,rotate right,FAIL,74,-,FAIL,774
BST,find max,FAIL,25,-,FAIL,752
BST,delete root,FAIL,41,-,FAIL,654
BST,from list,FAIL,15,-,FAIL,832
BST,to sorted list,FAIL,15,-,FAIL,879
Rose Tree,deallocate,24,2,0.5,9,56
Rose Tree,flatten,FAIL,10,-,FAIL,1177
