Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Singly Linked List,max,FAIL,22,-,FAIL,619
Singly Linked List,min,FAIL,22,-,FAIL,639
Singly Linked List,singleton,11,12,0.4,4,34
Singly Linked List,append,19,17,0.6,6,112
Singly Linked List,delete,41,16,1.5,12,264
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,union,FAIL,14,-,FAIL,780
Singly Linked List,intersection,FAIL,16,-,FAIL,1070
Singly Linked List,difference,FAIL,14,-,FAIL,786
Sorted list,sort,44,9,1.4,13,299
Sorted list,reverse,36,9,1.0,11,182
Sorted list,merge,FAIL,23,-,FAIL,700
Doubly Linked List,singleton,14,13,0.4,5,38
Doubly Linked List,copy,FAIL,15,-,FAIL,1198
Doubly Linked List,single to double,66,11,1.1,23,225
List of Lists,flatten,56,12,1.1,18,229
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.8,16,213
Binary Tree,flatten w/acc,63,17,1.0,21,216
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,930
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1038
BST,rotate left,FAIL,74,-,FAIL,615
BST,rotate right,FAIL,74,-,FAIL,592
BST,find max,FAIL,25,-,FAIL,735
BST,delete root,FAIL,41,-,FAIL,574
BST,from list,FAIL,15,-,FAIL,528
BST,to sorted list,FAIL,15,-,FAIL,831
Rose Tree,deallocate,30,2,0.5,11,49
Rose Tree,flatten,80,10,1.5,25,301
