Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.4,4,75
Singly Linked List,max,FAIL,22,-,FAIL,1123
Singly Linked List,min,FAIL,22,-,FAIL,1072
Singly Linked List,singleton,11,12,0.7,4,133
Singly Linked List,append,29,17,2.5,10,933
Singly Linked List,delete,FAIL,16,-,FAIL,1339
Singly Linked List,deallocate two,25,4,0.8,9,183
Singly Linked List,union,FAIL,14,-,FAIL,1051
Singly Linked List,intersection,FAIL,16,-,FAIL,1632
Singly Linked List,difference,FAIL,14,-,FAIL,906
Sorted list,sort,FAIL,9,-,FAIL,1053
Sorted list,reverse,FAIL,9,-,FAIL,1116
Sorted list,merge,FAIL,23,-,FAIL,1023
Doubly Linked List,singleton,14,13,0.7,5,150
Doubly Linked List,copy,FAIL,15,-,FAIL,1381
Doubly Linked List,single to double,FAIL,11,-,FAIL,1128
List of Lists,flatten,FAIL,12,-,FAIL,1098
Binary Tree,deallocate,16,2,0.6,6,87
Binary Tree,deallocate two,FAIL,4,-,FAIL,1339
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,1126
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1030
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,992
BST,rotate left,FAIL,74,-,FAIL,909
BST,rotate right,FAIL,74,-,FAIL,862
BST,find max,FAIL,25,-,FAIL,914
BST,delete root,FAIL,41,-,FAIL,687
BST,from list,FAIL,15,-,FAIL,896
BST,to sorted list,FAIL,15,-,FAIL,766
Rose Tree,deallocate,24,2,0.8,9,132
Rose Tree,flatten,FAIL,10,-,FAIL,1039
