Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Singly Linked List,max,FAIL,22,-,FAIL,658
Singly Linked List,min,FAIL,22,-,FAIL,628
Singly Linked List,singleton,11,12,0.3,4,34
Singly Linked List,append,19,17,0.7,6,112
Singly Linked List,delete,FAIL,16,-,FAIL,554
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,union,FAIL,14,-,FAIL,771
Singly Linked List,intersection,FAIL,16,-,FAIL,974
Singly Linked List,difference,FAIL,14,-,FAIL,780
Sorted list,sort,FAIL,9,-,FAIL,184
Sorted list,reverse,36,9,1.4,11,272
Sorted list,merge,FAIL,23,-,FAIL,584
Doubly Linked List,singleton,14,13,0.4,5,38
Doubly Linked List,copy,FAIL,15,-,FAIL,1163
Doubly Linked List,single to double,66,11,1.2,23,225
List of Lists,flatten,53,12,1.9,17,511
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,flatten w/acc,63,17,1.2,21,213
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1274
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,983
BST,rotate left,FAIL,74,-,FAIL,147
BST,rotate right,FAIL,74,-,FAIL,147
BST,find max,FAIL,25,-,FAIL,596
BST,delete root,FAIL,41,-,FAIL,521
BST,from list,FAIL,15,-,FAIL,331
BST,to sorted list,FAIL,15,-,FAIL,802
Rose Tree,deallocate,24,2,0.5,9,66
Rose Tree,flatten,FAIL,10,-,FAIL,839
