Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,13
Singly Linked List,max,FAIL,22,-,FAIL,808
Singly Linked List,min,FAIL,22,-,FAIL,788
Singly Linked List,singleton,FAIL,12,-,FAIL,19
Singly Linked List,append,19,17,0.9,6,189
Singly Linked List,delete,41,16,1.3,12,266
Singly Linked List,deallocate two,25,4,0.5,9,64
Singly Linked List,union,FAIL,14,-,FAIL,938
Singly Linked List,intersection,FAIL,16,-,FAIL,1151
Singly Linked List,difference,FAIL,14,-,FAIL,1043
Sorted list,sort,40,9,2.4,12,638
Sorted list,reverse,36,9,1.8,11,531
Sorted list,merge,FAIL,23,-,FAIL,893
Doubly Linked List,singleton,FAIL,13,-,FAIL,19
Doubly Linked List,copy,FAIL,15,-,FAIL,1186
Doubly Linked List,single to double,FAIL,11,-,FAIL,153
List of Lists,flatten,FAIL,12,-,FAIL,1469
Binary Tree,deallocate,16,2,0.3,6,25
Binary Tree,deallocate two,FAIL,4,-,FAIL,2214
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,716
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1544
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1038
BST,rotate left,FAIL,74,-,FAIL,643
BST,rotate right,FAIL,74,-,FAIL,634
BST,find max,FAIL,25,-,FAIL,797
BST,delete root,FAIL,41,-,FAIL,671
BST,from list,FAIL,15,-,FAIL,437
BST,to sorted list,FAIL,15,-,FAIL,824
Rose Tree,deallocate,24,2,1.1,9,298
Rose Tree,flatten,FAIL,10,-,FAIL,1120
