Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Singly Linked List,max,FAIL,22,-,FAIL,627
Singly Linked List,min,FAIL,22,-,FAIL,616
Singly Linked List,singleton,11,12,0.3,4,34
Singly Linked List,append,19,17,0.7,6,112
Singly Linked List,delete,41,16,1.5,12,265
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,union,FAIL,14,-,FAIL,795
Singly Linked List,intersection,FAIL,16,-,FAIL,1044
Singly Linked List,difference,FAIL,14,-,FAIL,822
Sorted list,sort,44,9,1.6,13,325
Sorted list,reverse,36,9,1.1,11,197
Sorted list,merge,FAIL,23,-,FAIL,690
Doubly Linked List,singleton,14,13,0.4,5,38
Doubly Linked List,copy,FAIL,15,-,FAIL,1196
Doubly Linked List,single to double,66,11,1.1,23,223
List of Lists,flatten,56,12,1.1,18,225
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.9,16,218
Binary Tree,flatten w/acc,66,17,1.1,22,211
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,844
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1028
BST,rotate left,FAIL,74,-,FAIL,582
BST,rotate right,FAIL,74,-,FAIL,550
BST,find max,FAIL,25,-,FAIL,695
BST,delete root,FAIL,41,-,FAIL,515
BST,from list,FAIL,15,-,FAIL,558
BST,to sorted list,FAIL,15,-,FAIL,668
Rose Tree,deallocate,30,2,0.5,11,57
Rose Tree,flatten,FAIL,10,-,FAIL,1079
