Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.7,4,12
Singly Linked List,max,FAIL,22,-,FAIL,84
Singly Linked List,min,FAIL,22,-,FAIL,81
Singly Linked List,singleton,FAIL,12,-,FAIL,19
Singly Linked List,append,19,17,2.9,6,128
Singly Linked List,delete,FAIL,16,-,FAIL,84
Singly Linked List,deallocate two,25,4,1.7,9,66
Singly Linked List,union,FAIL,14,-,FAIL,104
Singly Linked List,intersection,FAIL,16,-,FAIL,118
Singly Linked List,difference,FAIL,14,-,FAIL,77
Sorted list,sort,FAIL,9,-,FAIL,86
Sorted list,reverse,FAIL,9,-,FAIL,88
Sorted list,merge,FAIL,23,-,FAIL,82
Doubly Linked List,singleton,FAIL,13,-,FAIL,19
Doubly Linked List,copy,FAIL,15,-,FAIL,103
Doubly Linked List,single to double,FAIL,11,-,FAIL,119
List of Lists,flatten,FAIL,12,-,FAIL,121
Binary Tree,deallocate,16,2,1.1,6,26
Binary Tree,deallocate two,FAIL,4,-,FAIL,182
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,125
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,126
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,136
BST,rotate left,FAIL,74,-,FAIL,66
BST,rotate right,FAIL,74,-,FAIL,65
BST,find max,FAIL,25,-,FAIL,66
BST,delete root,FAIL,41,-,FAIL,56
BST,from list,FAIL,15,-,FAIL,70
BST,to sorted list,FAIL,15,-,FAIL,68
Rose Tree,deallocate,24,2,1.8,9,50
Rose Tree,flatten,FAIL,10,-,FAIL,81
