Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,FAIL,12,-,FAIL,61
Singly Linked List,max,FAIL,22,-,FAIL,1182
Singly Linked List,min,FAIL,22,-,FAIL,1213
Singly Linked List,singleton,11,12,0.8,4,155
Singly Linked List,append,29,17,2.1,10,831
Singly Linked List,delete,FAIL,16,-,FAIL,1334
Singly Linked List,deallocate two,25,4,0.9,9,279
Singly Linked List,union,FAIL,14,-,FAIL,1246
Singly Linked List,intersection,FAIL,16,-,FAIL,1827
Singly Linked List,difference,FAIL,14,-,FAIL,1200
Sorted list,sort,FAIL,9,-,FAIL,949
Sorted list,reverse,FAIL,9,-,FAIL,1000
Sorted list,merge,FAIL,23,-,FAIL,1035
Doubly Linked List,singleton,14,13,1.0,5,184
Doubly Linked List,copy,FAIL,15,-,FAIL,1342
Doubly Linked List,single to double,FAIL,11,-,FAIL,1153
List of Lists,flatten,FAIL,12,-,FAIL,1185
Binary Tree,deallocate,16,2,0.7,6,123
Binary Tree,deallocate two,FAIL,4,-,FAIL,1848
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,1121
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1247
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1289
BST,rotate left,FAIL,74,-,FAIL,1290
BST,rotate right,FAIL,74,-,FAIL,1201
BST,find max,FAIL,25,-,FAIL,932
BST,delete root,FAIL,41,-,FAIL,769
BST,from list,FAIL,15,-,FAIL,745
BST,to sorted list,FAIL,15,-,FAIL,880
Rose Tree,deallocate,24,2,1.0,9,182
Rose Tree,flatten,FAIL,10,-,FAIL,1220
