Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,FAIL,12,-,FAIL,60
Singly Linked List,max,FAIL,22,-,FAIL,1354
Singly Linked List,min,FAIL,22,-,FAIL,1365
Singly Linked List,singleton,11,12,0.8,4,157
Singly Linked List,append,29,17,2.3,10,938
Singly Linked List,delete,FAIL,16,-,FAIL,1441
Singly Linked List,deallocate two,25,4,0.9,9,279
Singly Linked List,union,FAIL,14,-,FAIL,1120
Singly Linked List,intersection,FAIL,16,-,FAIL,1933
Singly Linked List,difference,FAIL,14,-,FAIL,1124
Sorted list,sort,FAIL,9,-,FAIL,1119
Sorted list,reverse,FAIL,9,-,FAIL,1407
Sorted list,merge,FAIL,23,-,FAIL,1168
Doubly Linked List,singleton,14,13,0.8,5,170
Doubly Linked List,copy,FAIL,15,-,FAIL,1446
Doubly Linked List,single to double,FAIL,11,-,FAIL,1349
List of Lists,flatten,FAIL,12,-,FAIL,1270
Binary Tree,deallocate,16,2,0.6,6,123
Binary Tree,deallocate two,FAIL,4,-,FAIL,1807
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,1255
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1388
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1388
BST,rotate left,FAIL,74,-,FAIL,1164
BST,rotate right,FAIL,74,-,FAIL,1195
BST,find max,FAIL,25,-,FAIL,1095
BST,delete root,FAIL,41,-,FAIL,859
BST,from list,FAIL,15,-,FAIL,847
BST,to sorted list,FAIL,15,-,FAIL,1273
Rose Tree,deallocate,30,2,0.9,11,201
Rose Tree,flatten,FAIL,10,-,FAIL,1150
