Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.6,4,195
Singly Linked List,max,FAIL,22,-,FAIL,1371
Singly Linked List,min,FAIL,22,-,FAIL,1309
Singly Linked List,singleton,FAIL,12,-,FAIL,161
Singly Linked List,append,FAIL,17,-,FAIL,1173
Singly Linked List,delete,FAIL,16,-,FAIL,1488
Singly Linked List,deallocate two,25,4,0.7,9,168
Singly Linked List,union,FAIL,14,-,FAIL,1125
Singly Linked List,intersection,FAIL,16,-,FAIL,1872
Singly Linked List,difference,FAIL,14,-,FAIL,1017
Sorted list,sort,FAIL,9,-,FAIL,1223
Sorted list,reverse,FAIL,9,-,FAIL,1625
Sorted list,merge,FAIL,23,-,FAIL,1166
Doubly Linked List,singleton,FAIL,13,-,FAIL,161
Doubly Linked List,copy,FAIL,15,-,FAIL,1348
Doubly Linked List,single to double,FAIL,11,-,FAIL,1238
List of Lists,flatten,FAIL,12,-,FAIL,1189
Binary Tree,deallocate,16,2,0.6,6,82
Binary Tree,deallocate two,FAIL,4,-,FAIL,1415
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,1250
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1002
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1004
BST,rotate left,FAIL,74,-,FAIL,1283
BST,rotate right,FAIL,74,-,FAIL,856
BST,find max,FAIL,25,-,FAIL,1095
BST,delete root,FAIL,41,-,FAIL,712
BST,from list,FAIL,15,-,FAIL,957
BST,to sorted list,FAIL,15,-,FAIL,934
Rose Tree,deallocate,24,2,0.7,9,122
Rose Tree,flatten,FAIL,10,-,FAIL,386
