Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,2.4,4,130
Singly Linked List,max,FAIL,22,-,FAIL,176
Singly Linked List,min,FAIL,22,-,FAIL,165
Singly Linked List,singleton,FAIL,12,-,FAIL,164
Singly Linked List,append,FAIL,17,-,FAIL,166
Singly Linked List,delete,FAIL,16,-,FAIL,180
Singly Linked List,deallocate two,FAIL,4,-,FAIL,151
Singly Linked List,union,FAIL,14,-,FAIL,142
Singly Linked List,intersection,FAIL,16,-,FAIL,200
Singly Linked List,difference,FAIL,14,-,FAIL,137
Sorted list,sort,FAIL,9,-,FAIL,96
Sorted list,reverse,FAIL,9,-,FAIL,115
Sorted list,merge,FAIL,23,-,FAIL,142
Doubly Linked List,singleton,FAIL,13,-,FAIL,151
Doubly Linked List,copy,FAIL,15,-,FAIL,228
Doubly Linked List,single to double,FAIL,11,-,FAIL,146
List of Lists,flatten,FAIL,12,-,FAIL,116
Binary Tree,deallocate,16,2,2.8,6,87
Binary Tree,deallocate two,FAIL,4,-,FAIL,137
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,150
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,118
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,113
BST,rotate left,FAIL,74,-,FAIL,123
BST,rotate right,FAIL,74,-,FAIL,130
BST,find max,FAIL,25,-,FAIL,141
BST,delete root,FAIL,41,-,FAIL,107
BST,from list,FAIL,15,-,FAIL,93
BST,to sorted list,FAIL,15,-,FAIL,107
Rose Tree,deallocate,FAIL,2,-,FAIL,126
Rose Tree,flatten,FAIL,10,-,FAIL,143
