Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,FAIL,12,-,FAIL,163
Singly Linked List,max,FAIL,22,-,FAIL,1246
Singly Linked List,min,FAIL,22,-,FAIL,1132
Singly Linked List,singleton,FAIL,12,-,FAIL,162
Singly Linked List,append,FAIL,17,-,FAIL,1271
Singly Linked List,delete,FAIL,16,-,FAIL,1264
Singly Linked List,deallocate two,25,4,1.0,9,272
Singly Linked List,union,FAIL,14,-,FAIL,1126
Singly Linked List,intersection,FAIL,16,-,FAIL,1695
Singly Linked List,difference,FAIL,14,-,FAIL,1053
Sorted list,sort,FAIL,9,-,FAIL,1127
Sorted list,reverse,FAIL,9,-,FAIL,1100
Sorted list,merge,FAIL,23,-,FAIL,997
Doubly Linked List,singleton,FAIL,13,-,FAIL,162
Doubly Linked List,copy,FAIL,15,-,FAIL,1328
Doubly Linked List,single to double,FAIL,11,-,FAIL,489
List of Lists,flatten,FAIL,12,-,FAIL,1159
Binary Tree,deallocate,16,2,0.6,6,121
Binary Tree,deallocate two,FAIL,4,-,FAIL,1948
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,1363
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1278
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1190
BST,rotate left,FAIL,74,-,FAIL,908
BST,rotate right,FAIL,74,-,FAIL,885
BST,find max,FAIL,25,-,FAIL,998
BST,delete root,FAIL,41,-,FAIL,709
BST,from list,FAIL,15,-,FAIL,716
BST,to sorted list,FAIL,15,-,FAIL,984
Rose Tree,deallocate,30,2,0.9,11,233
Rose Tree,flatten,FAIL,10,-,FAIL,237
