Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.5,4,105
Singly Linked List,max,FAIL,22,-,FAIL,1035
Singly Linked List,min,FAIL,22,-,FAIL,1071
Singly Linked List,singleton,11,12,0.9,4,171
Singly Linked List,append,FAIL,17,-,FAIL,1067
Singly Linked List,delete,FAIL,16,-,FAIL,1254
Singly Linked List,deallocate two,25,4,0.9,9,183
Singly Linked List,union,FAIL,14,-,FAIL,967
Singly Linked List,intersection,FAIL,16,-,FAIL,1503
Singly Linked List,difference,FAIL,14,-,FAIL,1001
Sorted list,sort,FAIL,9,-,FAIL,958
Sorted list,reverse,FAIL,9,-,FAIL,958
Sorted list,merge,FAIL,23,-,FAIL,1016
Doubly Linked List,singleton,14,13,0.8,5,176
Doubly Linked List,copy,FAIL,15,-,FAIL,1430
Doubly Linked List,single to double,FAIL,11,-,FAIL,1066
List of Lists,flatten,FAIL,12,-,FAIL,1120
Binary Tree,deallocate,16,2,0.5,6,87
Binary Tree,deallocate two,FAIL,4,-,FAIL,1350
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,1202
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,1123
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1089
BST,rotate left,FAIL,74,-,FAIL,890
BST,rotate right,FAIL,74,-,FAIL,691
BST,find max,FAIL,25,-,FAIL,796
BST,delete root,FAIL,41,-,FAIL,639
BST,from list,FAIL,15,-,FAIL,599
BST,to sorted list,FAIL,15,-,FAIL,912
Rose Tree,deallocate,30,2,0.9,11,138
Rose Tree,flatten,FAIL,10,-,FAIL,992
