Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Singly Linked List,max,FAIL,22,-,FAIL,605
Singly Linked List,min,FAIL,22,-,FAIL,610
Singly Linked List,singleton,FAIL,12,-,FAIL,19
Singly Linked List,append,19,17,0.6,6,112
Singly Linked List,delete,38,16,1.5,11,292
Singly Linked List,deallocate two,25,4,0.5,9,64
Singly Linked List,union,FAIL,14,-,FAIL,964
Singly Linked List,intersection,FAIL,16,-,FAIL,1109
Singly Linked List,difference,FAIL,14,-,FAIL,948
Sorted list,sort,44,9,2.5,13,638
Sorted list,reverse,36,9,1.1,11,204
Sorted list,merge,FAIL,23,-,FAIL,796
Doubly Linked List,singleton,FAIL,13,-,FAIL,19
Doubly Linked List,copy,FAIL,15,-,FAIL,1095
Doubly Linked List,single to double,FAIL,11,-,FAIL,98
List of Lists,flatten,56,12,1.2,18,226
Binary Tree,deallocate,16,2,0.3,6,25
Binary Tree,deallocate two,47,4,0.9,16,211
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,561
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,851
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1086
BST,rotate left,FAIL,74,-,FAIL,611
BST,rotate right,FAIL,74,-,FAIL,579
BST,find max,FAIL,25,-,FAIL,698
BST,delete root,FAIL,41,-,FAIL,551
BST,from list,FAIL,15,-,FAIL,803
BST,to sorted list,FAIL,15,-,FAIL,486
Rose Tree,deallocate,30,2,0.5,11,50
Rose Tree,flatten,FAIL,10,-,FAIL,764
